as_of;download_time;gross_salary;link;name;net_salary;role;sector
01/01/18;2018-02-15 11:28:59.915455;R$29.223,02;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/10999_detalhes.html;10999;R$22.160,32;TÌäCNICO ADMINISTRATIVO;SGP-42 - EQUIPE DE PUBLICAÌàÌÄO
01/01/18;2018-02-15 11:28:59.915455;R$29.223,02;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/10898_detalhes.html;10898;R$22.108,19;TÌäCNICO ADMINISTRATIVO;SGP-41 - EQUIPE DE TAQUIGRAFIA E REVISÌÄO
01/01/18;2018-02-15 11:28:59.915455;R$29.223,02;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/11020_detalhes.html;11020;R$22.056,05;TÌäCNICO ADMINISTRATIVO;SGP-21 - EQUIPE DE APOIO AO PLENÌRIO
01/01/18;2018-02-15 11:28:59.915455;R$29.223,02;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/10896_detalhes.html;10896;R$22.160,32;TÌäCNICO ADMINISTRATIVO;SGA-9 - EQUIPE DE APOIO ÌÛ COMISSÌÄO PERMANENTE DE JULGAMENTO DE LICITAÌàÌ¥ES
01/01/18;2018-02-15 11:28:59.915455;R$29.223,02;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/10822_detalhes.html;10822;R$22.264,60;TÌäCNICO ADMINISTRATIVO;SGA-84 - UNIDADE DE EXPEDIENTE
01/01/18;2018-02-15 11:28:59.915455;R$29.223,02;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/10881_detalhes.html;10881;R$22.056,05;TÌäCNICO ADMINISTRATIVO;SGA-7 - EQUIPE DE EXPEDIÌàÌÄO E DISTRIBUIÌàÌÄO DE CORRESPONDÌ_NCIAS
01/01/18;2018-02-15 11:28:59.915455;R$29.223,02;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/11003_detalhes.html;11003;R$22.212,46;TÌäCNICO ADMINISTRATIVO;SGA-6 - EQUIPE DE PROTOCOLO E AUTUAÌàÌÄO
01/01/18;2018-02-15 11:28:59.915455;R$29.223,02;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/10688_detalhes.html;10688;R$23.156,63;TÌäCNICO ADMINISTRATIVO;SGA-6 - EQUIPE DE PROTOCOLO E AUTUAÌàÌÄO
01/01/18;2018-02-15 11:28:59.915455;R$29.223,02;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/10834_detalhes.html;10834;R$22.212,46;TÌäCNICO ADMINISTRATIVO;SGA-6 - EQUIPE DE PROTOCOLO E AUTUAÌàÌÄO
01/01/18;2018-02-15 11:28:59.915455;R$29.223,02;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/11016_detalhes.html;11016;R$22.160,32;TÌäCNICO ADMINISTRATIVO;SGA-35 - EQUIPE DE GESTÌÄO DE SERVIÌàOS II - COPA E LIMPEZA
